run,seed,allies,enemies,difficulty,victory_condition,ending,human_victory,turns,score,allies_evacuated,actions,action_log,peak_heap_bytes
run-0001,3711454377993658084,100,50,MUY_FACIL,SOLO_JUGADOR,VICTORIA_JUGADOR,true,23,2744,31,3368,run-0001-actions.log.gz,4676680
run-0002,-6087276131077476410,105,79,FACIL,JUGADOR_Y_ALIADOS,VICTORIA_TODOS_ALIADOS,true,24,3369,105,3481,run-0002-actions.log.gz,6782680
run-0003,-7351115902857953801,110,110,NORMAL,SOLO_JUGADOR,VICTORIA_ALIADA_POST_MORTEM,true,23,3061,72,4442,run-0003-actions.log.gz,7265048
run-0004,2310149322707250743,115,144,DIFICIL,JUGADOR_Y_ALIADOS,VICTORIA_ALIADA_POST_MORTEM,true,26,3157,75,6041,run-0004-actions.log.gz,7824696
run-0005,-6898549225771989968,120,180,MUY_DIFICIL,SOLO_JUGADOR,VICTORIA_ENEMIGA_ELIMINACION,false,35,-1389,0,8113,run-0005-actions.log.gz,7824696
run-0006,7698066486203930935,125,225,PESADILLA,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_ELIMINACION,false,26,-1368,0,7788,run-0006-actions.log.gz,8307120
run-0007,-1244279573347436420,129,284,DEMENTE,SOLO_JUGADOR,VICTORIA_ENEMIGA_AGOTAMIENTO,false,27,-887,8,9669,run-0007-actions.log.gz,8870976
run-0008,-136285768041953564,134,67,MUY_FACIL,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_AGOTAMIENTO,false,33,-1086,9,6090,run-0008-actions.log.gz,9353344
run-0009,-5602208011212249016,139,104,FACIL,SOLO_JUGADOR,VICTORIA_JUGADOR,true,27,2899,44,5998,run-0009-actions.log.gz,9449360
run-0010,-5098060004152182681,144,144,NORMAL,JUGADOR_Y_ALIADOS,VICTORIA_TODOS_ALIADOS,true,22,3774,144,5424,run-0010-actions.log.gz,9948104
run-0011,6020691281989664930,149,186,DIFICIL,SOLO_JUGADOR,VICTORIA_ALIADA_POST_MORTEM,true,32,3298,98,9716,run-0011-actions.log.gz,10430472
run-0012,3750959630722737620,154,231,MUY_DIFICIL,JUGADOR_Y_ALIADOS,VICTORIA_ALIADA_POST_MORTEM,true,35,3434,101,10775,run-0012-actions.log.gz,10485760
run-0013,-812503807182510822,159,286,PESADILLA,SOLO_JUGADOR,VICTORIA_ENEMIGA_ELIMINACION,false,31,-1467,0,10833,run-0013-actions.log.gz,10968248
run-0014,1038409407699520803,164,361,DEMENTE,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_ELIMINACION,false,23,-1427,0,10540,run-0014-actions.log.gz,11467016
run-0015,-6621547350596573945,169,85,MUY_FACIL,SOLO_JUGADOR,VICTORIA_ENEMIGA_AGOTAMIENTO,false,34,-1105,11,7632,run-0015-actions.log.gz,12016712
run-0016,8830391095596325432,174,131,FACIL,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_AGOTAMIENTO,false,31,-1068,11,8372,run-0016-actions.log.gz,12530096
run-0017,-9063502156209749873,178,178,NORMAL,SOLO_JUGADOR,VICTORIA_JUGADOR,true,25,3073,56,8419,run-0017-actions.log.gz,12530096
run-0018,-4694375783085109502,183,229,DIFICIL,JUGADOR_Y_ALIADOS,VICTORIA_TODOS_ALIADOS,true,35,4204,183,10220,run-0018-actions.log.gz,13065272
run-0019,-6514805481907760952,188,282,MUY_DIFICIL,SOLO_JUGADOR,VICTORIA_ALIADA_POST_MORTEM,true,23,3566,123,9911,run-0019-actions.log.gz,13547640
run-0020,7410165521509391787,193,347,PESADILLA,JUGADOR_Y_ALIADOS,VICTORIA_ALIADA_POST_MORTEM,true,27,3755,126,12591,run-0020-actions.log.gz,13547640
run-0021,7084391180552821589,198,436,DEMENTE,SOLO_JUGADOR,VICTORIA_ENEMIGA_ELIMINACION,false,23,-1509,0,11834,run-0021-actions.log.gz,14113888
run-0022,4388799601878452631,203,102,MUY_FACIL,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_ELIMINACION,false,31,-1771,0,6752,run-0022-actions.log.gz,14596248
run-0023,8842402642099181393,208,156,FACIL,SOLO_JUGADOR,VICTORIA_ENEMIGA_AGOTAMIENTO,false,28,-1073,13,9298,run-0023-actions.log.gz,14596248
run-0024,8282492684871051545,213,213,NORMAL,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_AGOTAMIENTO,false,31,-1025,14,11620,run-0024-actions.log.gz,15162592
run-0025,4288067742465482477,218,273,DIFICIL,SOLO_JUGADOR,VICTORIA_JUGADOR,true,29,3272,69,12423,run-0025-actions.log.gz,15644968
run-0026,-7734512636631722069,223,335,MUY_DIFICIL,JUGADOR_Y_ALIADOS,VICTORIA_TODOS_ALIADOS,true,30,4701,223,13199,run-0026-actions.log.gz,15728640
run-0027,8978905870848764722,228,410,PESADILLA,SOLO_JUGADOR,VICTORIA_ALIADA_POST_MORTEM,true,32,4186,150,16201,run-0027-actions.log.gz,16211040
run-0028,-4932635911025155697,232,510,DEMENTE,JUGADOR_Y_ALIADOS,VICTORIA_ALIADA_POST_MORTEM,true,29,4131,152,18299,run-0028-actions.log.gz,16693416
run-0029,6619098061217632916,237,119,MUY_FACIL,SOLO_JUGADOR,VICTORIA_ENEMIGA_ELIMINACION,false,22,-1886,0,5916,run-0029-actions.log.gz,17259616
run-0030,-4525811874406683764,242,182,FACIL,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_ELIMINACION,false,31,-1871,0,10353,run-0030-actions.log.gz,17259616
run-0031,1778351559730772268,247,247,NORMAL,SOLO_JUGADOR,VICTORIA_ENEMIGA_AGOTAMIENTO,false,37,-1031,16,16563,run-0031-actions.log.gz,17742048
run-0032,-8875172707498086832,252,315,DIFICIL,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_AGOTAMIENTO,false,19,-959,16,10198,run-0032-actions.log.gz,18308160
run-0033,-4967350343532724914,257,386,MUY_DIFICIL,SOLO_JUGADOR,VICTORIA_JUGADOR,true,35,3476,81,19502,run-0033-actions.log.gz,18790552
run-0034,2602260698797573078,262,472,PESADILLA,JUGADOR_Y_ALIADOS,VICTORIA_TODOS_ALIADOS,true,36,5242,262,20666,run-0034-actions.log.gz,18790552
run-0035,-3489706185610932238,267,587,DEMENTE,SOLO_JUGADOR,VICTORIA_ALIADA_POST_MORTEM,true,31,4658,175,18887,run-0035-actions.log.gz,19356744
run-0036,1161558991433187264,272,136,MUY_FACIL,JUGADOR_Y_ALIADOS,VICTORIA_ALIADA_POST_MORTEM,true,21,3775,178,8035,run-0036-actions.log.gz,19839176
run-0037,2207389175327054285,277,208,FACIL,SOLO_JUGADOR,VICTORIA_ENEMIGA_ELIMINACION,false,33,-1995,0,11934,run-0037-actions.log.gz,19839176
run-0038,4181253397633999629,281,281,NORMAL,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_ELIMINACION,false,25,-1953,0,10653,run-0038-actions.log.gz,20405312
run-0039,6183550290866642488,286,358,DIFICIL,SOLO_JUGADOR,VICTORIA_ENEMIGA_AGOTAMIENTO,false,29,-954,19,15937,run-0039-actions.log.gz,20887736
run-0040,-6632983636201764752,291,437,MUY_DIFICIL,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_AGOTAMIENTO,false,36,-897,19,23538,run-0040-actions.log.gz,20887736
run-0041,-5834898914190356846,296,533,PESADILLA,SOLO_JUGADOR,VICTORIA_JUGADOR,true,26,3740,94,19025,run-0041-actions.log.gz,21453896
run-0042,-7391537094316027557,301,662,DEMENTE,JUGADOR_Y_ALIADOS,VICTORIA_TODOS_ALIADOS,true,31,5900,301,20678,run-0042-actions.log.gz,21936272
run-0043,-8291567344903007828,306,153,MUY_FACIL,SOLO_JUGADOR,VICTORIA_ALIADA_POST_MORTEM,true,21,4014,201,8561,run-0043-actions.log.gz,22020096
run-0044,7352342518391822490,311,233,FACIL,JUGADOR_Y_ALIADOS,VICTORIA_ALIADA_POST_MORTEM,true,21,4065,204,9698,run-0044-actions.log.gz,22518840
run-0045,-1827540860358991976,316,316,NORMAL,SOLO_JUGADOR,VICTORIA_ENEMIGA_ELIMINACION,false,24,-2066,0,13253,run-0045-actions.log.gz,23010416
run-0046,-4466509060168597586,321,401,DIFICIL,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_ELIMINACION,false,39,-2043,0,21345,run-0046-actions.log.gz,23010416
run-0047,3651075242822227861,326,489,MUY_DIFICIL,SOLO_JUGADOR,VICTORIA_ENEMIGA_AGOTAMIENTO,false,31,-876,21,22275,run-0047-actions.log.gz,23551048
run-0048,-8909825741150895405,330,594,PESADILLA,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_AGOTAMIENTO,false,26,-778,22,20719,run-0048-actions.log.gz,24033416
run-0049,6270241455148599337,335,737,DEMENTE,SOLO_JUGADOR,VICTORIA_JUGADOR,true,33,4039,106,29913,run-0049-actions.log.gz,24033416
run-0050,-123594176175080267,340,170,MUY_FACIL,JUGADOR_Y_ALIADOS,VICTORIA_TODOS_ALIADOS,true,38,5182,340,16530,run-0050-actions.log.gz,2418648
run-0051,-3851556650682814190,345,259,FACIL,SOLO_JUGADOR,VICTORIA_ALIADA_POST_MORTEM,true,31,4347,226,16109,run-0051-actions.log.gz,2764624
run-0052,-4541439411489657288,350,350,NORMAL,JUGADOR_Y_ALIADOS,VICTORIA_ALIADA_POST_MORTEM,true,34,4360,230,20382,run-0052-actions.log.gz,3404808
run-0053,-4241203973658948921,355,444,DIFICIL,SOLO_JUGADOR,VICTORIA_ENEMIGA_ELIMINACION,false,24,-2134,0,16728,run-0053-actions.log.gz,3813200
run-0054,-2874357223385217147,360,540,MUY_DIFICIL,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_ELIMINACION,false,32,-2094,0,23232,run-0054-actions.log.gz,4233112
run-0055,9037803022981278966,365,657,PESADILLA,SOLO_JUGADOR,VICTORIA_ENEMIGA_AGOTAMIENTO,false,39,-763,24,34762,run-0055-actions.log.gz,4275288
run-0056,-2405662261988077020,370,814,DEMENTE,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_AGOTAMIENTO,false,36,-628,24,38398,run-0056-actions.log.gz,4861776
run-0057,-3752198694930940040,375,188,MUY_FACIL,SOLO_JUGADOR,VICTORIA_JUGADOR,true,27,3456,119,14340,run-0057-actions.log.gz,5281696
run-0058,-2726270865385051321,380,285,FACIL,JUGADOR_Y_ALIADOS,VICTORIA_TODOS_ALIADOS,true,31,5699,380,17038,run-0058-actions.log.gz,5701608
run-0059,-4063181186633908623,384,384,NORMAL,SOLO_JUGADOR,VICTORIA_ALIADA_POST_MORTEM,true,35,4717,252,20351,run-0059-actions.log.gz,5910352
run-0060,8387942863765526647,389,486,DIFICIL,JUGADOR_Y_ALIADOS,VICTORIA_ALIADA_POST_MORTEM,true,23,4686,255,17758,run-0060-actions.log.gz,6330256
run-0061,-2141614363565481596,394,591,MUY_DIFICIL,SOLO_JUGADOR,VICTORIA_ENEMIGA_ELIMINACION,false,29,-2191,0,23368,run-0061-actions.log.gz,6766648
run-0062,-8813706053079946883,399,718,PESADILLA,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_ELIMINACION,false,36,-2130,0,30802,run-0062-actions.log.gz,6958928
run-0063,4140596818648859392,404,889,DEMENTE,SOLO_JUGADOR,VICTORIA_ENEMIGA_AGOTAMIENTO,false,19,-566,27,22856,run-0063-actions.log.gz,7395208
run-0064,-6545097587767588737,409,205,MUY_FACIL,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_AGOTAMIENTO,false,19,-1190,27,11045,run-0064-actions.log.gz,7815248
run-0065,-3816262951797547969,414,311,FACIL,SOLO_JUGADOR,VICTORIA_JUGADOR,true,30,3665,131,20364,run-0065-actions.log.gz,8007504
run-0066,-1164847326218323305,419,419,NORMAL,JUGADOR_Y_ALIADOS,VICTORIA_TODOS_ALIADOS,true,26,6245,419,18883,run-0066-actions.log.gz,8427408
run-0067,-1154796031594907904,424,530,DIFICIL,SOLO_JUGADOR,VICTORIA_ALIADA_POST_MORTEM,true,23,5133,278,18191,run-0067-actions.log.gz,8847344
run-0068,-6981051366172387813,429,644,MUY_DIFICIL,JUGADOR_Y_ALIADOS,VICTORIA_ALIADA_POST_MORTEM,true,23,5035,282,22093,run-0068-actions.log.gz,9056080
run-0069,3305159688205978394,433,779,PESADILLA,SOLO_JUGADOR,VICTORIA_ENEMIGA_ELIMINACION,false,26,-2212,0,25504,run-0069-actions.log.gz,9696240
run-0070,-2275898189508775228,438,964,DEMENTE,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_ELIMINACION,false,28,-2106,0,33579,run-0070-actions.log.gz,9916464
run-0071,4196866599524618354,443,222,MUY_FACIL,SOLO_JUGADOR,VICTORIA_ENEMIGA_AGOTAMIENTO,false,28,-1213,29,16785,run-0071-actions.log.gz,10524568
run-0072,-3279315362069179241,448,336,FACIL,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_AGOTAMIENTO,false,27,-1118,29,19536,run-0072-actions.log.gz,10944464
run-0073,-4744376953993209321,453,453,NORMAL,SOLO_JUGADOR,VICTORIA_JUGADOR,true,21,3898,143,18383,run-0073-actions.log.gz,10944464
run-0074,-5357724142511357767,458,573,DIFICIL,JUGADOR_Y_ALIADOS,VICTORIA_TODOS_ALIADOS,true,29,6823,458,22481,run-0074-actions.log.gz,11573256
run-0075,-6932476500778530800,463,695,MUY_DIFICIL,SOLO_JUGADOR,VICTORIA_ALIADA_POST_MORTEM,true,25,5563,304,22901,run-0075-actions.log.gz,11573256
run-0076,-5671300080762669883,468,842,PESADILLA,JUGADOR_Y_ALIADOS,VICTORIA_ALIADA_POST_MORTEM,true,29,5402,307,31515,run-0076-actions.log.gz,11993168
run-0077,2558454869836966494,473,1041,DEMENTE,SOLO_JUGADOR,VICTORIA_ENEMIGA_ELIMINACION,false,37,-2201,0,44037,run-0077-actions.log.gz,12632600
run-0078,5533900490189286343,478,239,MUY_FACIL,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_ELIMINACION,false,32,-2776,0,16276,run-0078-actions.log.gz,13052504
run-0079,-6690291889411935706,483,362,FACIL,SOLO_JUGADOR,VICTORIA_ENEMIGA_AGOTAMIENTO,false,28,-1122,32,21568,run-0079-actions.log.gz,13250384
run-0080,-3875720260063710229,487,487,NORMAL,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_AGOTAMIENTO,false,32,-1018,32,27924,run-0080-actions.log.gz,13670288
run-0081,-1299184519449645648,492,615,DIFICIL,SOLO_JUGADOR,VICTORIA_JUGADOR,true,23,4631,156,21290,run-0081-actions.log.gz,14090192
run-0082,-7490598110133428983,497,746,MUY_DIFICIL,JUGADOR_Y_ALIADOS,VICTORIA_TODOS_ALIADOS,true,32,7439,497,29988,run-0082-actions.log.gz,14298960
run-0083,7137195444989419180,502,904,PESADILLA,SOLO_JUGADOR,VICTORIA_ALIADA_POST_MORTEM,true,26,6052,330,30380,run-0083-actions.log.gz,14718928
run-0084,7615561404426912360,507,1115,DEMENTE,JUGADOR_Y_ALIADOS,VICTORIA_ALIADA_POST_MORTEM,true,27,5858,333,38032,run-0084-actions.log.gz,15138840
run-0085,5078404090127982071,512,256,MUY_FACIL,SOLO_JUGADOR,VICTORIA_ENEMIGA_ELIMINACION,false,27,-2895,0,15387,run-0085-actions.log.gz,15347536
run-0086,-2197380412635153280,517,388,FACIL,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_ELIMINACION,false,29,-2825,0,18956,run-0086-actions.log.gz,15987744
run-0087,-1301317480594316990,522,522,NORMAL,SOLO_JUGADOR,VICTORIA_ENEMIGA_AGOTAMIENTO,false,37,-1025,34,33460,run-0087-actions.log.gz,16396112
run-0088,7332714898685565733,527,659,DIFICIL,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_AGOTAMIENTO,false,31,-892,35,32746,run-0088-actions.log.gz,16816016
run-0089,-95610974492342681,532,798,MUY_DIFICIL,SOLO_JUGADOR,VICTORIA_JUGADOR,true,27,5023,168,29307,run-0089-actions.log.gz,17235928
run-0090,7551454223774691592,536,965,PESADILLA,JUGADOR_Y_ALIADOS,VICTORIA_TODOS_ALIADOS,true,31,8151,536,33965,run-0090-actions.log.gz,17444688
run-0091,-474481638624206574,541,1190,DEMENTE,SOLO_JUGADOR,VICTORIA_ALIADA_POST_MORTEM,true,28,6645,355,35922,run-0091-actions.log.gz,17881064
run-0092,3561451727898940781,546,273,MUY_FACIL,JUGADOR_Y_ALIADOS,VICTORIA_ALIADA_POST_MORTEM,true,35,5011,358,26437,run-0092-actions.log.gz,18300968
run-0093,-6012584520204902425,551,413,FACIL,SOLO_JUGADOR,VICTORIA_ENEMIGA_ELIMINACION,false,26,-2940,0,19022,run-0093-actions.log.gz,18921352
run-0094,8396518054659098870,556,556,NORMAL,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_ELIMINACION,false,30,-2864,0,24739,run-0094-actions.log.gz,19341256
run-0095,-7531323368143138221,561,701,DIFICIL,SOLO_JUGADOR,VICTORIA_ENEMIGA_AGOTAMIENTO,false,32,-891,37,36860,run-0095-actions.log.gz,19341256
run-0096,5151024354319703463,566,849,MUY_DIFICIL,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_AGOTAMIENTO,false,24,-753,37,31337,run-0096-actions.log.gz,19961744
run-0097,-6510805032341874746,571,1028,PESADILLA,SOLO_JUGADOR,VICTORIA_JUGADOR,true,32,5493,181,41259,run-0097-actions.log.gz,20381648
run-0098,-2067798033898563491,576,1267,DEMENTE,JUGADOR_Y_ALIADOS,VICTORIA_TODOS_ALIADOS,true,33,9033,576,46283,run-0098-actions.log.gz,20590416
run-0099,-1541961954250300569,581,291,MUY_FACIL,SOLO_JUGADOR,VICTORIA_ALIADA_POST_MORTEM,true,33,5316,381,25322,run-0099-actions.log.gz,21010352
run-0100,4288995807548545038,585,439,FACIL,JUGADOR_Y_ALIADOS,VICTORIA_ALIADA_POST_MORTEM,true,33,5349,384,30001,run-0100-actions.log.gz,21430312
run-0101,-2153802031853118168,590,590,NORMAL,SOLO_JUGADOR,VICTORIA_ENEMIGA_ELIMINACION,false,24,-2970,0,21947,run-0101-actions.log.gz,22058904
run-0102,-1260671930199937469,595,744,DIFICIL,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_ELIMINACION,false,34,-2894,0,33721,run-0102-actions.log.gz,22478808
run-0103,-479925634716096434,600,900,MUY_DIFICIL,SOLO_JUGADOR,VICTORIA_ENEMIGA_AGOTAMIENTO,false,23,-733,40,31988,run-0103-actions.log.gz,22687568
run-0104,-6081325059563978379,605,1089,PESADILLA,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_AGOTAMIENTO,false,31,-575,40,47211,run-0104-actions.log.gz,23107504
run-0105,184601612818144352,610,1342,DEMENTE,SOLO_JUGADOR,VICTORIA_JUGADOR,true,23,6108,193,37280,run-0105-actions.log.gz,23535592
run-0106,5334278632613843585,615,308,MUY_FACIL,JUGADOR_Y_ALIADOS,VICTORIA_TODOS_ALIADOS,true,30,7391,615,23564,run-0106-actions.log.gz,23535592
run-0107,-7400885365878779467,620,465,FACIL,SOLO_JUGADOR,VICTORIA_ALIADA_POST_MORTEM,true,28,5747,407,26465,run-0107-actions.log.gz,24156120
run-0108,1234414314471437839,625,625,NORMAL,JUGADOR_Y_ALIADOS,VICTORIA_ALIADA_POST_MORTEM,true,31,6199,410,31516,run-0108-actions.log.gz,24584232
run-0109,1907005059143480010,630,788,DIFICIL,SOLO_JUGADOR,VICTORIA_ENEMIGA_ELIMINACION,false,39,-3007,0,41432,run-0109-actions.log.gz,24784720
run-0110,5283409439936737653,635,953,MUY_DIFICIL,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_ELIMINACION,false,39,-2911,0,47238,run-0110-actions.log.gz,25204624
run-0111,9066862139192670493,639,1150,PESADILLA,SOLO_JUGADOR,VICTORIA_ENEMIGA_AGOTAMIENTO,false,24,-546,42,37995,run-0111-actions.log.gz,25624536
run-0112,-7546830939774341863,644,1417,DEMENTE,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_AGOTAMIENTO,false,29,-308,43,52257,run-0112-actions.log.gz,26253200
run-0113,-8557532872858878672,649,325,MUY_FACIL,SOLO_JUGADOR,VICTORIA_JUGADOR,true,26,4351,205,23732,run-0113-actions.log.gz,26674248
run-0114,4485382488286839108,654,491,FACIL,JUGADOR_Y_ALIADOS,VICTORIA_TODOS_ALIADOS,true,34,8026,654,32746,run-0114-actions.log.gz,26881872
run-0115,-5682062349810269648,659,659,NORMAL,SOLO_JUGADOR,VICTORIA_ALIADA_POST_MORTEM,true,27,6189,432,27741,run-0115-actions.log.gz,27301936
run-0116,8490825675848621246,664,830,DIFICIL,JUGADOR_Y_ALIADOS,VICTORIA_ALIADA_POST_MORTEM,true,25,6718,435,29529,run-0116-actions.log.gz,27721848
run-0117,-6768414059294364494,669,1004,MUY_DIFICIL,SOLO_JUGADOR,VICTORIA_ENEMIGA_ELIMINACION,false,30,-3004,0,40846,run-0117-actions.log.gz,27930448
run-0118,3312318329892380296,674,1213,PESADILLA,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_ELIMINACION,false,30,-2876,0,45608,run-0118-actions.log.gz,28350352
run-0119,-1695913290235043778,679,1494,DEMENTE,SOLO_JUGADOR,VICTORIA_ENEMIGA_AGOTAMIENTO,false,26,-271,45,49509,run-0119-actions.log.gz,28770256
run-0120,4801697174820596390,684,342,MUY_FACIL,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_AGOTAMIENTO,false,25,-1314,45,23195,run-0120-actions.log.gz,28979024
run-0121,2401724398067941978,688,516,FACIL,SOLO_JUGADOR,VICTORIA_JUGADOR,true,32,4748,218,33178,run-0121-actions.log.gz,29398936
run-0122,-7652038325628768947,693,693,NORMAL,JUGADOR_Y_ALIADOS,VICTORIA_TODOS_ALIADOS,true,33,8704,693,36764,run-0122-actions.log.gz,29818840
run-0123,-4462810190067867749,698,873,DIFICIL,SOLO_JUGADOR,VICTORIA_ALIADA_POST_MORTEM,true,32,6650,458,42597,run-0123-actions.log.gz,30447496
run-0124,4539572715667321893,703,1055,MUY_DIFICIL,JUGADOR_Y_ALIADOS,VICTORIA_ALIADA_POST_MORTEM,true,31,7267,462,43600,run-0124-actions.log.gz,30869696
run-0125,-6816280217662595359,708,1274,PESADILLA,SOLO_JUGADOR,VICTORIA_ENEMIGA_ELIMINACION,false,26,-2966,0,41110,run-0125-actions.log.gz,31076176
run-0126,771511163341276753,713,1569,DEMENTE,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_ELIMINACION,false,34,-2788,0,62024,run-0126-actions.log.gz,31496144
run-0127,8454987721322484860,718,359,MUY_FACIL,SOLO_JUGADOR,VICTORIA_ENEMIGA_AGOTAMIENTO,false,26,-1329,47,25450,run-0127-actions.log.gz,31916048
run-0128,-3855526447009751575,723,542,FACIL,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_AGOTAMIENTO,false,35,-1175,48,39968,run-0128-actions.log.gz,32124752
run-0129,4584193419181386489,728,728,NORMAL,SOLO_JUGADOR,VICTORIA_JUGADOR,true,34,5164,230,41660,run-0129-actions.log.gz,32965584
run-0130,6002610623265727774,733,916,DIFICIL,JUGADOR_Y_ALIADOS,VICTORIA_TODOS_ALIADOS,true,26,9437,733,31449,run-0130-actions.log.gz,33601416
run-0131,-2155222279573721634,738,1107,MUY_DIFICIL,SOLO_JUGADOR,VICTORIA_ALIADA_POST_MORTEM,true,32,7130,484,48353,run-0131-actions.log.gz,33601416
run-0132,8540949245435781629,742,1336,PESADILLA,JUGADOR_Y_ALIADOS,VICTORIA_ALIADA_POST_MORTEM,true,30,7889,487,50214,run-0132-actions.log.gz,34221904
run-0133,841216759388860508,747,1643,DEMENTE,SOLO_JUGADOR,VICTORIA_ENEMIGA_ELIMINACION,false,31,-2869,0,58437,run-0133-actions.log.gz,34641808
run-0134,8349875227306911541,752,376,MUY_FACIL,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_ELIMINACION,false,31,-3775,0,25351,run-0134-actions.log.gz,35061744
run-0135,5300690881072545269,757,568,FACIL,SOLO_JUGADOR,VICTORIA_ENEMIGA_AGOTAMIENTO,false,33,-1179,50,39430,run-0135-actions.log.gz,35270480
run-0136,8863389731553501182,762,762,NORMAL,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_AGOTAMIENTO,false,26,-1006,50,35381,run-0136-actions.log.gz,35690392
run-0137,-1160306763205196697,767,959,DIFICIL,SOLO_JUGADOR,VICTORIA_JUGADOR,true,38,5603,243,53550,run-0137-actions.log.gz,36110296
run-0138,7887374874970218786,772,1158,MUY_DIFICIL,JUGADOR_Y_ALIADOS,VICTORIA_TODOS_ALIADOS,true,26,10194,772,37662,run-0138-actions.log.gz,36738968
run-0139,-3614990932470964730,777,1399,PESADILLA,SOLO_JUGADOR,VICTORIA_ALIADA_POST_MORTEM,true,28,7686,510,48561,run-0139-actions.log.gz,37160016
run-0140,795655057268867730,782,1720,DEMENTE,JUGADOR_Y_ALIADOS,VICTORIA_ALIADA_POST_MORTEM,true,28,8681,513,53836,run-0140-actions.log.gz,37367632
run-0141,3295248814329774324,787,394,MUY_FACIL,SOLO_JUGADOR,VICTORIA_ENEMIGA_ELIMINACION,false,24,-3896,0,22882,run-0141-actions.log.gz,37787536
run-0142,-7480158443139715776,791,593,FACIL,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_ELIMINACION,false,31,-3779,0,31751,run-0142-actions.log.gz,38207472
run-0143,-2531209940468001921,796,796,NORMAL,SOLO_JUGADOR,VICTORIA_ENEMIGA_AGOTAMIENTO,false,24,-997,53,34054,run-0143-actions.log.gz,38416208
run-0144,4595510283366603988,801,1001,DIFICIL,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_AGOTAMIENTO,false,31,-828,53,48881,run-0144-actions.log.gz,38836120
run-0145,7230072891641795411,806,1209,MUY_DIFICIL,SOLO_JUGADOR,VICTORIA_JUGADOR,true,29,6064,255,48694,run-0145-actions.log.gz,39256128
run-0146,4194564494342349396,811,1460,PESADILLA,JUGADOR_Y_ALIADOS,VICTORIA_TODOS_ALIADOS,true,33,11064,811,53644,run-0146-actions.log.gz,39464784
run-0147,-4956101317553277143,816,1795,DEMENTE,SOLO_JUGADOR,VICTORIA_ALIADA_POST_MORTEM,true,34,8351,535,71135,run-0147-actions.log.gz,39884696
run-0148,-2973013737441140876,821,411,MUY_FACIL,JUGADOR_Y_ALIADOS,VICTORIA_ALIADA_POST_MORTEM,true,37,6534,539,37732,run-0148-actions.log.gz,40304632
run-0149,3380791634740244885,826,620,FACIL,SOLO_JUGADOR,VICTORIA_ENEMIGA_ELIMINACION,false,29,-3899,0,31837,run-0149-actions.log.gz,2134168
run-0150,5295243158847575690,831,831,NORMAL,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_ELIMINACION,false,26,-3768,0,36486,run-0150-actions.log.gz,2658456
run-0151,-2048742123378850502,836,1045,DIFICIL,SOLO_JUGADOR,VICTORIA_ENEMIGA_AGOTAMIENTO,false,30,-817,55,48408,run-0151-actions.log.gz,2658456
run-0152,4056982850844879507,840,1260,MUY_DIFICIL,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_AGOTAMIENTO,false,31,-625,56,56881,run-0152-actions.log.gz,3287056
run-0153,-7846592875991758993,845,1521,PESADILLA,SOLO_JUGADOR,VICTORIA_JUGADOR,true,26,6603,267,51954,run-0153-actions.log.gz,3811344
